music_name,music_id
每天每天,82488
味道,432509281
爱立刻,25648011
Nothing's Gonna Change My Love For You,82123
1234567,82177
四人游,82461
如果爱,82184
那沙漠里的水,2635125902
诗人的情人,82469
公园,82369
情胜策略,81981
黑洞里,82187
梦蝴蝶,431853944
南音,82496
千纸鹤,25648004
十九八七…,82375
爱不来 (feat. Miss Ko葛仲珊),28406197
够不够,82362
Rosy(Live),81951
放不过自己,426852503
巴黎,28406198
总结,82499
The Secret of The Golden Bricks,865021484
Singalongsong,82169
没啥好说,2635129378
如果爱忘了 (live),2124385868
我想念,2071935674
像晴天像雨天,2674443509
有点甜,165340
晴,28724351
忽而今夏,553310138
不分手的恋爱,165361
如果可以 (Live版),2149816863
后会无期,174944
一笑倾城,426852063
左转灯 (1000 Times +1)(live),3327859061
耿,1368327462
还给你一些孤单,411314185
雨天,473740829
命运 (Live版),2151849447
那个男孩,482386133
就让这大雨全都落下 (Live版),2043125519
小星星,165379
年轮,32897777
我爱你中国 (live),2124385847
真实 (live),3347121402
去北极忘记你 (2025声生不息·华流季 第2期现场),3323615276
万有引力,165339
苦笑,165364
眼泪落下之前,1953837282
Letting Go (Live版),2048584480
好歌·献给你 (live),3347121406
行走的鱼 (live),2116492739
爱丫爱丫 (live),2106790547
风度,165347
巴赫旧约,165405
梦幻诛仙,439121070
你的 (Live版),2648559311
剑魂,1954956658
三国杀,165367
先说谎的人 (Live版),2635209343
雨爱 (Live版),2061887794
只想把你偷偷藏好,2056206939
哀人(i) (Live版),2650828555
怎么了 (Live版),2154955484
晚安 (live),2124385829
大人 (live),3347120563
想到我们,2621278819
专属味道,165375
埋葬冬天,165380
猜 (live),3332982365
背影，你最近好吗？ (live),3324815210
相爱就是说了100次对不起 (live),3344662980
雨天雨天 (live),2161155720
Kiss Me (live),3339756944
恋人,2600493765
不将就,31654343
戒烟,518686034
紫荆花盛开,1959528822
模特,27731176
年少有为,1293886117
慢冷 (Live),1969822728
老街,133998
走走,2608448649
麻雀,1407551413
乌梅子酱,1997438791
李白,27678655
爸爸妈妈,407450223
默 (Live),1888354230
不说,428375722
喜剧之王,29764560
对等关系,1900998233
耳朵,1318235595
作曲家,29764562
不搭,29764563
海陆风,2619644192
名字,2143283731
太坦白,27731177
老伴,27731174
脱胎换骨,1925396986
贝贝,1318234987
都一样,27731172
黑马,2149107400
笑忘书 (Live),31877243
我看着你的时候,506092654
有理想,407450218
山川,1878225963
纵横四海,1859925367
在一起嘛好不好,1452439191
情人,1890906933
爱我还是他 (Live),1495785650
落俗,29764561
突然好想你 (Live),1478395345
歌谣,502242110
王牌冤家 (Live),1308818966
小芳 (Live),31877468
鸿门宴,2630191762
自拍,29764564
我们好好的,1871993457
等着等着就老了,1430224832
假面,2636664705
祝你幸福,511920347
成长之重量,570334069
一百,2158546316
另一端,2153134107
一半一半,3333988321
Marry,2154520553
发迹,2099778087
记忆嗅觉,2628269917
Pack it up,2159361650
谁的错,2600746113
楚河汉界,2025474212
罗曼蒂克,2047367362
Can't go back (Live),2738936457
荧光海（Feat.Top.Barry),2021637877
七零八落的你,2085431956
不停的,2706324316
Sit Down (Live),2720118231
出发的理由,2705348454
等等 (Live),2722490154
街头流行,3315209589
3000,2111546504
发迹 (Live),2738934909
18,2658088685
None of My Business,2600746145
信仰 (《有歌第二季第8期》 / Live),3348973921
We Not Playing (Live),2734350553
失眠,2072669809
張 我没告诉你,2025290995
不明不白,2613047624
Top Shooter,2119682615
TBNG,2163266354
失眠海,2102700275
时间的错,2076778256
GangLand,2046198831
Teen King,2068948612
Dats Me,2144721397
瞳,2706328721
Waving,2666310864
YWD,2754139297
How I Shine,2148432198
破境,2033205912
做我该做,2700254963
rapstar的爱情故事,2095871337
恋写爱,2042140299
U better go,2076157252
RUN！,2600745116
刀子嘴豆腐心,2112788607
Only U,2650087718
自卑,2713640571
阿尔忒弥斯,2015252192
失衡2.0,2733405546
脑筋惆怅,2610916173
Stride跨越,2749017971
Born Like This (Live),2738934476
还是会想你,1827600686
忘不掉的你,1851652156
再等冬天(Memories),1927693793
来不及爱你,2067368745
先说谎的人,1903876057
他只是经过,1443838552
是冬天 是告别,3345987903
失约海2.0,2618784698
亲爱的,1919891734
锈,1958429133
虚构,3311876765
无赖,1958430831
灰,2100375261
念,1958429058
陪在你身边,1999010719
不再需要你,1956525809
模糊不清的孤独,2123822458
我要你别离开,2092227301
我们之间,2728178201
先说谎的人 (Live版),2635209343
断电,2118809751
I‘M YOURS PT.2,571758505
为你不值得,2108780097
我又想你了,2026587136
烈焰,2745731005
还是会想你 2023,2012147291
记号,2719762257
我从没想过你要走,2160754653
烟火,2083484308
Liar,2160753892
银河下的浪漫,1941742260
戒掉,1416560550
WE YOUNG,2712101157
再见,2149849490
他只是经过 Blazo ver.,1452439994
有，没有,2685578497
简单的心,1808831742
影子,1958430933
不断Part2（h3R3 remix）,1425898822
怎么了,2160744891
还是会想你 伴奏,1827600942
Cause I,1427619702
逃离,1391676490
一颗苹果,1320389341
I'M YOURS PT.2 母带版,574084943
糖果,2148336787
密室,2081276845
带你去海边,866053503
答应你,1299241212
一首随意的作品,1339504989
素颜,167827
幻听,167655
天龙八部之宿敌,167691
如果当时,167870
有何不可,167876
多余的解释,167873
惊鸿一面,28854182
雅俗共赏,411214279
玫瑰花的葬礼,27646687
庐州月,167850
清明雨上,167882
最佳歌手,412902950
没想到,2012390001
灰色头像,167844
断桥残雪,27646693
你若成风,167929
城府,167885
千百度,167732
半城烟沙,167744
山水之间,28802028
如约而至,573384240
我想牵着你的手,27646702
温泉,1449406576
想象之中,167705
燕归巢,402073807
全球变冷,167679
认错,167888
叹服,167841
拆东墙,167712
合拍,2016442586
如果当时2020,1488737309
千古,34040693
乌鸦,1842784921
今年勇,448144319
星座书上,167894
留香,1913262091
摄影艺术,415792563
明智之举,862099032
南山忆,167786
我乐意,554191378
内线,167891
河山大好,167709
曼陀山庄,1992391270
七夕,28953350
医生,167715
微博控,167717
降温,167727
如谜,2077483068
蝴蝶的时间,521415426
大千世界,569213279
爱我还是他,150432
天天,150633
普通朋友,150623
讨厌红楼梦,150560
就是爱你,150430
蝴蝶,150561
找自己,150617
小镇姑娘,150619
流沙,150667
二十二,150565
爱，很简单,150654
那个女孩,26425119
今天你要嫁给我,150422
Melody,150520
飞机场的10:30,150651
寂寞的季节,150524
Susan 说,150433
月亮代表谁的心,150564
好好说再见,26425118
黑色柳丁,150552
无缘,150434
心乱飞,150671
Angel,150558
望春风,150660
似曾相识,150421
一念之间,26145664
迷宫 (Live版),2161527734
十七岁,150658
暗恋,150389
手牵手,5268423
沙滩,150656
不爱,150424
是是非非,150665
千言万语,2690549685
太美丽,150415
Katrina,150570
爱是个什么东西,150438
再见以前先说再见,150674
Runaway,150530
今天没回家,150502
说走就走,150627
追,150416
宫保鸡丁,150562
陪你,2690549700
Dear God,150556
每一面都美,150423
自导自演的悲剧,150419
荷塘月色 (R&B版|2025-2026湖南卫视跨年晚会现场),3335851919
王八蛋,1859065057
半晴天,2690549667
海屿你,1973665667
狐狸的童话,1815105886
造梦0520,1859621328
海屿你2.0,3343270489
你想要的,1938100949
渡川,1894026516
陌生人,2091358340
你的轮廓,1806117006
彻夜的痛,2661417976
我的女孩,2055893060
再会,1931313798
遗忘我,2156280990
将爱重组,2678951492
有一种悲伤（男版 电影《比悲伤更悲伤的故事》主题曲）（翻自 A-Lin）,1352896581
陷落Falling,1924314361
好像初恋,1919490896
支离破碎,2108774622
最佳爱情电影,1897294726
Take Me Fly,1848802919
月球背面,2000415607
不真实面纱,2149100631
离开的季节,2667723210
心动,1466921545
海底（男版）,1450387662
在世界尽头,1826174210
心似烟火（男版）,1407844799
八分钟日落,2724132698
与我无关,1433394794
朝着你降落,2038913868
如果有一天3.0,2038507779
海浪将我们分隔,2072569688
没有理由,1404368141
不再打扰你的心,2629061892
没做完的梦,1857810015
下雨天,1442601013
重演,1410829791
同样,1976129446
在雨滴落下以前,2116826410
追,1412090721
什么是快乐星球,1839262209
悬溺,1399878081
世界请等等,1858139018
风的爱人,2721371985
日落之前,1806505958
要命,1438089748
虐,2154540916
夏天的风,1442587557
还是,1840444005
消失在夏天,1880192002
玻璃诗,2727328958
一程山路,1417849873
无名的人,1903149553
呓语,1417862046
看得最远的地方,1953125353
像我这样的人,569213220
消愁,569200213
东北民谣,1411558182
不染,536099160
平凡的一天,569214247
一荤一素,569200212
借,569214250
给你给我,569200210
想你想你,569212210
如果有一天我变得很有钱,569214252
歌曲：岁月里的花（live）,2670089636
盛夏,569212211
无问,525278524
一直很安静 (Live版),2053617878
分分钟需要你 (Live),1951513623
二零三,1407214788
万里游,3332054257
小王,1417856017
入海,1449782341
牧马城市 (2018老男孩发布会现场),2619709366
水乡,1408763442
南一道街,569214249
胡同,1413304559
生活在别处的你 Another me,1860567964
我要你 (Live版),2068042776
哎哟,569200211
别再闹了,1334270281
如果要写年,2124167932
孤独患者 (Live),1953435812
遥远的她 (Live),1940770243
下一站天后 (Live),1953436735
愿,2010214999
旅行家说,1845994595
感觉自己是巨星,524913480
只在今夜,2675208233
深夜一角,1417862026
芬芳一生,569214251
东方之珠 (Live),1959134563
若有缘由,1845994602
突然好想你 (Live),1478395345
等,1417849885
爱啊,1845997637
最佳损友 (Live),1947537071
星语心愿 (Live),1945355027
小王日记,1417862065
项羽虞姬,518088247
他不懂,28059417
天下,191254
千万次想象,2702368194
明天过后,191248
着魔,191134
这，就是爱,191060
剑心,34179901
不眠之夜,2122308127
我们都一样,191252
逆战,1465225532
雪龙吟,1914933323
听,34179904
恭喜自己,3348855974
只要平凡,574919767
这就是爱,1465226146
身骑白马 (Live版),2038508476
你就不要想起我 (Live),1472539188
看月亮爬上来,191179
最美的太阳,191278
想见你想见你想见你 (Live版),2030766928
少年中国说,1885551650
勿忘心安,191199
My Sunshine,34179910
安九 (Live版),2044808338
逆态度,28126760
量身订做,191195
明天会更好 (Live版),2052368104
这里是神奇的赛尔号（《赛尔号》动画插曲）,2659905369
下一段旅程,1487212156
一路之下,1317494309
最熟悉的陌生人,1896178201
秋天的童话,191015
暴风少年,3339476860
今生今世,191086
仰望星空,191268
经过,2631333977
何必在一起,191187
夜空中最亮的星 (Live),28427772
直到世界尽头,32192765
爱的供养,34179921
轻舟,2139348158
爱，不解释,27853883
如果爱,191309
闹啥子嘛闹,34179944
Layla蕾拉,2008003739
最接近天堂的地方,190995
别怕我伤心 (Live版),2040836953
树呢,2670915936
无情的情书,28427765
没那么简单 (Live版),2046805487
虫儿飞,1417892376
蜗牛与黄鹂鸟,1417892372
小燕子,1417885734
小兔子乖乖,1417885726
数鸭子,1417885730
小毛驴,1417892364
一只哈巴狗,1417892362
白龙马,1450707818
鲨鱼一家,1417885742
拔萝卜,1417885743
小星星,1417892377
摇篮曲,1417892410
小白兔白又白,1417892375
两只老虎,1417892367
我是一个粉刷匠,1417885728
幸福拍手歌,1417892369
小螺号,1417892380
采蘑菇的小姑娘,1417892378
正义的警车,1449375315
洋娃娃和小熊跳舞,1417892383
家庭称呼歌,1417892366
三只熊,1417885727
春天在哪里,1417892393
我上幼儿园（经典儿歌）,1417892398
我的好妈妈,1417892370
大风车,1417892363
丢手绢,1417892392
鲁冰花,1417892395
快乐起床歌,1417892391
打电话,1417885731
兰花草,1417892403
新年好,1417892371
卖报歌,1417892386
世上只有妈妈好,1417892368
一分钱,1417892382
可爱的蓝精灵,1417892402
舒伯特摇篮曲,1417892409
找朋友,1417892379
捉泥鳅,1417892385
生日快乐,1450707819
恭喜恭喜,1417885732
调皮的挖掘机,1449375319
读书郎,1417892381
字母歌,1450709352
小白船,1417892401
身体音阶歌,1813552528
小红帽,1417892396
粗心的小画家,1417892365
劳动最光荣,1417885738
好运来,2667703103
碎碎念,2097443876
予你,1895330088
哪里都是你,488249475
11,1907766514
楼顶上的小斑鸠,1844449888
哪里都是你2.0,1363642136
不见不离开,2025186881
NUNA,1971912772
可能,1844448537
LOVE,2009017158
NUNA 2.0,1979731860
哪里都是你・2024,2120782620
Let Go,1465310744
一天,2705023842
炊烟,2608797166
影子,2132153891
Let Go 2.0,1813786796
夜行2.0,1362624611
对么,3339745328
风,2094075270
明天,1844448536
一定会再见吧,2029190676
我怕你已走又怕你未至,1411464897
好似又过几个秋,2009018928
空白,2157855149
微光,2709336025
即使喝醉也不会再打你的电话,1844449890
短暂的快乐却着迷,2097444843
毛衣,1844449889
武家坡,1933959424
十三州府,1927438231
寻我,2094081707
从今以后,2009018927
算了,1871543357
Let Go・2024,2120782602
Falling Down,1432141836
飞到你心里,1844449886
抵达时间的尽头,2118842320
LOST,2009018926
陌生人,1844449887
末日情歌,1381604530
热水器,2722074787
予你 伴奏,1895333638
假动作,2731529256
冬 日 旅 社,1407033566
Neon,2721054035
保安日记,1441394765
自己的期待,1370073379
特别的,535842228
害,1413401634
我记得,1974443814
成都,436514312
程艾影,1974443815
画,202369
朵,447926063
鼓楼,447926067
南方姑娘,202373
我们的时光,29567193
理想,29567189
小行迹,1974444808
阿刁,447925059
船长,1974444807
少年锦时,29567192
三十岁的女人,29567191
玛丽,447925058
少女,1974444806
凌晨计程车,1974443813
十九岁,530995556
吉姆餐厅,29567187
未给姐姐递出的信,202368
八十年代的歌,447925066
署前街少年,1974443817
彩虹下面,1295824647
无法长大,437608773
让我偷偷看你,33166602
背影,202376
小人物,1410021043
欠父亲的话,2090583673
梦中的哈德森,29567190
不开的唇,202370
我们的时光+彩虹下面（Live版),2648874974
妈妈,202377
再见北京,447925067
民谣,433018041
北京的冬天,29567185
小屋,29567194
三里屯的夜,1974443816
人家,202367
朵儿 (Live版),553546118
浮游,29567186
静下来,517567264
阿卜杜拉,1974443811
小雨中,1974443812
开往北京的火车,202375
月亮粑粑 (Live),460628183
青春无处安放,1930416314
赵小雷,202371
再也不会去丽江,34852810
窑上路,447926068
孤独,447925063
爱错(Live),25642214
天地龙鳞,1899989255
唯一,27483167
好心分手,27713963
恭喜自己,3348855974
爱的就是你,25643327
落叶归根 (live),2734285785
大城小爱(Live),25643093
手牵手,5268423
爱你等于爱自己,25643227
缘分一道桥 (Live),1391212005
火力全开 (Live),406924280
花田错(Live),25643127
改变自己(Live),25642225
火力全开+爱错 (Live版),2722525160
Julia,25642769
公转自转,25643299
Kiss Goodbye (Live),33497018
飘向北方 (Live),1443886308
心中的日月(Live),25642252
ONE 一个 (Live 版),2020252977
一首简单的歌(Live),25642258
雪人,5257150
你不在(Live),25642239
Flow (feat. 王力宏),431855963
风中的遗憾,155844
Can You Feel My World(Live),25642202
安全感,27483170
流泪手心,25642800
One Shot,25794006
不要害怕,27591648
第一个清晨(Live),25642223
花田错+心中的日月(Live),33497035
十二生肖 (Live),25714320
梦一场 (Live),1382323162
情敌贝多芬,26093464
Perfect (Live),2006452425
让我取暖,281647
龙的传人,25643359
爱情攻略,5258847
モノローグ,25642580
在梅边(Live),25642261
Heroes Of Earth(Bonus Track),5178553
比你更好,423406148
永远的第一天,25643466
Shallow (Live),2006453349
如果你听见我的歌(Live),25642244
盖世英雄(Live),25642226
巴洛克先生,25794005
无问西东 (Live),1440133242
烟火里的尘埃,29004400
国王与乞丐,32835565
向阳而生,2161934816
好想爱这个世界啊 (Live),1436910205
寻,472137749
我管你,32619105
风之海,2085452852
好想我回来啊,2006472464
不重逢,2662183062
那些我尚未知道的美丽,2152956085
与火星的孩子对话,1399533630
普通到不普通的人生,2104598736
山海 (Live),545799107
温暖的房子,2662183060
花落时相遇,2006472465
我离孤单几公里,432698831
美好的事可不可以发生在我身上 (Live版),2040835953
Here We Are,420125810
永不熄灭的火焰,2149854703
孩子 (Live),536937393
无聊人,507364050
忒修斯的船,2662185583
晨光里有你,2662183065
安九 (Live版),2044808338
异类,33190545
怪诞心理学,2662185585
寒鸦少年,1305366556
齐天,481859794
虚幻与现实,2006484469
点燃银河尽头的篝火,2006485344
你要相信这不是最后一天,1425643256
For Forever,426291338
人之爱,2662183063
明天会更好 (Live版),2052368104
走，一起去看日出吧,2006471567
飞行模式,2006471955
地球之盐,34964198
蜉蝣,34228112
黑白艺术家,2006472449
小镇里的花,2006472438
世界是个动物园,434981389
疯人院,2161934824
当全世界忘了我,2006485349
拆弹专家,29418040
南屏晚钟,447076308
环游,29418041
变相怪杰,434981390
微光,29418037
消失的昨天,432698825
七重人格,1436959161
Coco Elva Tia,1960619633
Promise,1823305772
R&B All Night (Masiwei Remix),1457248123
House Music,2683304749
不怪她,1462875618
Babe,2061964454
崂山道士 (Live),2666632898
P.Y.T,2059246226
潇洒,3324846858
Do That,2118458192
明天 (feat. 袁娅维TIA RAY),2036171786
暴风雨 (Live),2666632894
黑马王子,1426022013
Uh (feat.马思唯/PSY.P/Melo),1995496604
Hotel Lobby,2753714634
黑色星期五,2061964449
冠军情歌 (feat. 罗言),2036171787
武侯区,1971680387
深蓝色太平洋,2036167451
Shawty,2036167452
Pull Up,1938019211
阿姆斯特丹,1426022019
Private Party,1426032478
马医生,1960613382
WE DON'T PLAY,2032173388
花花公子,1426022018
鼠你会rap？,3338882098
Different Flow,1960619634
成都集团2020cypher (Prod. by HARIKIRI),1444140174
第一块劳,2061966698
登录,2753714636
不会说谎的眼睛 (Feat. DP龙猪),1818844744
长城,1929065853
T0,2753713693
GOAT Right Now,2061966701
Bars,2061966702
Hometown,1960619632
2 of us,2013291289
训练日,2061964448
赢家圈子,3312623966
为什么,1811102198
Best Friend (Remix) 好朋友,1848204642
VSOP,2004403908
登机,1929065855
钻石车子票子,2753714638
一无所有,1462875616
内幕,1929065857
豆瓣酱,1814769698
REFRESH,525238797
卖火柴的小女孩,1818844745
出现又离开 (Live),1363553440
曾经是情侣 (Live),1370880017
男孩 (Live),467952048
日落大道,36392029
表态 (Live),1363342573
我不知道 (Live),1375479612
想念（Rehearsal Version）,1414024451
黑夜中 (Live),1370879993
我不知道2020（《了不起的儿科医生》电视剧主题曲）,1499345116
融化,36392025
安然无恙,2698807244
Bruce Lee,28445719
给我一点温度,402073808
你会成为你想的那个人 (Live),1370891210
私奔 (Live),1415967467
灵魂歌手,447280427
避世离俗,2698803740
当我靠近你,28445717
喜剧,419646629
拥有,36392024
听你说,2698803739
你的我的,28445716
颠倒梦想,34690692
精气神 (Live),3343481165
不堪一击,37856478
危险,36392027
变了,36392026
永不止步,28445724
苦与乐,2698807241
一往深情（《鬼吹灯之黄皮子坟》网络剧宣传主题曲）,491955271
瀑布,2698803742
月亮,2698807242
不知去向,28445715
想你,28445722
鬼,426026536
我们,28445720
Ending (Live),2084040253
心田,2698803741
迷路,28445718
今天,2698807245
四季,37853992
影,1312166633
新的,28445723
找寻,28445725
家园,28445714
让孩子活在梦里,28445721
别怕变老,1876179147
阿司匹林,1396141677
危险派对,1877996649
目不转睛,546279760
跳楼机 (Live版),2695944873
身无居所,3319817890
不称职的天才,2602864580
芳心,1995495097
ALL I Need Freestyle,3332882223
彩铃,3339130832
成都集团2020cypher (Prod. by HARIKIRI),1444140174
山羊,1396005540
Where to go,2601180814
头头是道 (LIVE版),1975802964
童言无忌 (Live),1306498831
人间天堂,1396005548
倒数说爱你,2040829653
大桥,2602863723
纬哥,2730268861
眼前的歌,2601180813
人来疯（LIVE版）,1980392121
伤心剖半 (Live版),2709759307
一席之地（LIVE版）,1966272425
耶（Yeah）,3342254848
Shout It Out,1334596367
On the road,1396141673
燕南飞,2601178811
Wake Up,2601180810
有一颗星为我存在,1334731383
一席之地Cypher (LIVE版),1968156159
友情岁月,2085440786
面对面的婚礼和并排的墓碑,1396146254
挂羊头卖狗肉,1396006331
吹 right now(现在吹) (LIVE版),1973748094
天选,1904556134
Time To Be A Man,2601180809
匕首,2602863718
Real Me,1396146256
月儿圆,1373387741
现实的生活,1876179148
戒骄戒躁,1396005547
Pay Right Now (种瓜得瓜，种豆得豆),1876182019
四面楚歌,1387629757
艳阳天,1396146253
悬崖华尔兹 (Live),1296583189
醉,1876179154
三思而后行,1313052961
骄傲(LIVE版),1958954427
乡野传说,1876182022
Sorry,1453739303
小美满,2124381474
浮光,2112196350
怜悯 (Live),3324801830
我爱你中国 (live),2124385847
起风了,1475596788
大鱼 (唱片版),516823132
光亮,1899994040
化身孤岛的鲸,1465313631
灯火里的中国 (舒楠监制 官方正式版),1837528900
达拉崩吧 (Live),1434062381
漂洋过海来看你,30903117
望,1814080666
亲爱的旅人啊,1371939273
玫瑰少年 (Live),1945878289
占有（Live）,3335225812
春雪,2137074704
总有美好在路上,2660150669
Rubia,1815684465
雪落下的声音 (Live),1406472218
听我说,1415078941
全世界下雨 (Live),3330125078
时差 (Live),2758217917
人是_,2014291207
逆光 (live),2116492838
有我,1941629582
歌曲：花开忘忧 (Live),2016388224
爱丽丝卿 (Live),3320401890
自诩周全 (Live),2758218405
触不可及,2648888545
山灵 (Live),3332756112
兰亭序 (2022央视夏日歌会“这young的夏天”现场),1974403336
Monsters (Live),1428598981
泪桥 (live),2124385834
桃花诺 (live),2108828148
空荡荡,2737796307
梦见你,2707333836
天下有情人 (Live),1414813561
扑通扑通 (Live),3322410826
地球没有你 (Live),3327897363
爱若琉璃,1436150979
我以渺小爱你,2098693162
象人 (Live),3317990573
云边的风筝,2600804126
爱的供养 (live),2111034432
好好生活就是美好生活,1906097379
天海一心,3315605189
身骑白马 (Live),436699548
逃开夜幕 (Live),3322410906
蜃楼,2140776001
唯一（DJ阿智 remix）,2675525319
过火（DJ阿智Remix）,2687490510
陈粒-小半（DJ阿智 remix）,2083478318
最初的记忆（DJ阿智Remix）,2611226295
爱如潮水remix（DJ阿智 remix）,2652362664
先说谎的人 (苍白的话语动感版),2157928059
特别的人（DJ阿智版）,2140154379
会呼吸的痛（DJ阿智 remix）,2658518739
爱你（DJ阿智版）,2142081452
最后一页（DJ阿智Remix）,2138983274
放纵（DJ阿智Remix）,2604167107
哇扣哇扣Vol.147,2621297345
相拥与你,2075856775
如果可以（DJ阿智Remix）,2142666686
忘不掉的你,2147267605
孤单心事(DJ阿智Remix),2613686702
冬眠说唱（DJ阿智Remix）,2148207298
郑润泽-你（DJ阿智 remix）,2106473045
无名的人（DJ阿智 remix）,2131562485
梦里花 (唯一纯白的茉莉花),2646581528
够爱(DJ阿智Remix),2630535339
